brand,model,engine,battery_capacity,horse_power,top_speed,performance,price,fuel_type,seats,torque
volkswagen,phaeton,3.0l v6 diesel / 6.0l w12 gas,2967.0,240,250,6.1,85000.0,petrol,5,560.0
volkswagen,golf cabriolet,1.2l i4 turbo / 2.0l i4 turbo,1197.0,105,217,8.4,30000.0,petrol,4,200.0
volkswagen,santana,1.5l i4 gas,1498.0,110,190,12.9,15000.0,petrol,5,145.0
volkswagen,polo vivo,1.4l i4 gas / 1.6l i4 gas,1390.0,85,170,10.8,14000.0,petrol,5,132.0
volkswagen,karmann ghia,1.2l i4 gas,1192.0,34,138,23.0,25000.0,petrol,2,106.0
volkswagen,fox,1.2l i4 gas / 1.4l i4 gas,1198.0,55,148,17.5,12000.0,petrol,5,93.0
volkswagen,vento,1.6l i4 gas / diesel,1598.0,105,186,11.7,18000.0,petrol,5,153.0
volkswagen,golf electric,electric,35.8,136,140,10.4,33000.0,electric,5,290.0
volkswagen,bora,1.6l i4 gas / 1.9l i4 diesel,1598.0,100,200,9.4,20000.0,petrol,5,220.0
volkswagen,teramont,2.0l i4 turbo / 3.6l v6 gas,1984.0,235,190,8.6,32000.0,petrol,7,350.0
volkswagen,taos,1.5l i4 turbo,1498.0,158,193,8.4,24000.0,petrol,5,250.0
volkswagen,up! cabriolet,1.0l i3 turbo,999.0,82,160,12.4,18000.0,petrol,4,95.0
volkswagen,t-roc cabriolet,1.0l i3 turbo / 1.5l i4 turbo,999.0,115,205,9.6,35000.0,petrol,4,250.0
volkswagen,passat cc,2.0l i4 turbo,1984.0,200,240,7.3,40000.0,petrol,5,280.0
volkswagen,transporter,2.0l i4 turbo diesel,1968.0,102,180,12.2,35000.0,diesel,9,340.0
volkswagen,amarok v6,3.0l v6 turbo diesel,2967.0,204,191,7.9,45000.0,diesel,5,580.0
volkswagen,id.2,electric,50.0,170,160,8.0,25000.0,electric,5,220.0
volkswagen,polo tdi,1.4l i4 diesel / 1.6l diesel,1390.0,75,190,9.9,20000.0,diesel,5,250.0
volkswagen,golf gte,plug-in hybrid (1.4l i4 turbo),1395.0,204,222,7.6,40000.0,hybrid,5,350.0
volkswagen,touareg v8,4.0l v8 turbo diesel,3956.0,421,250,4.9,70000.0,petrol,5,770.0
volkswagen,beetle dune,1.4l i4 turbo,1395.0,150,200,7.5,30000.0,petrol,4,250.0
volkswagen,passat b8,1.5l i4 turbo / 2.0l diesel,1498.0,150,210,8.7,28000.0,petrol,5,250.0
volkswagen,id.4 pro s,electric,77.0,201,180,7.8,45000.0,electric,5,310.0
volkswagen,golf cabriolet,1.2l i4 turbo / 2.0l i4 turbo,1197.0,105,217,8.4,30000.0,petrol,4,200.0
volkswagen,golf country,1.8l i4 gas,1781.0,98,165,12.0,25000.0,petrol,5,170.0
volkswagen,jetta gli,2.0l i4 turbo,1984.0,228,250,6.5,31000.0,petrol,5,350.0
volkswagen,arteon shooting brake,2.0l i4 turbo,1984.0,150,250,5.6,50000.0,petrol,5,420.0
volkswagen,t-cross r-line,1.0l i3 turbo / 1.5l i4 turbo,999.0,115,200,8.5,27000.0,petrol,5,250.0
volkswagen,golf r32,3.2l vr6,3189.0,240,250,6.2,40000.0,petrol,5,320.0
volkswagen,passat b7,1.6l diesel / 2.0l i4 turbo,1598.0,120,220,8.5,26000.0,petrol,5,280.0
volkswagen,scirocco 16v,1.8l i4 gas,1781.0,137,220,7.1,35000.0,petrol,4,230.0
volkswagen,polo bluemotion,1.2l diesel i3,1199.0,75,190,10.5,20000.0,diesel,5,210.0
volkswagen,golf variant gtd,2.0l diesel i4,1968.0,184,230,7.5,38000.0,diesel,5,380.0
volkswagen,polo gti r5,1.6l turbocharged rally engine,1598.0,272,200,4.1,45000.0,petrol,5,400.0
volkswagen,id. buzz pro,electric,77.0,204,145,10.2,60000.0,electric,7,310.0
volkswagen,jetta hybrid,1.4l i4 turbo + electric motor,1395.0,170,210,8.6,28000.0,hybrid,5,250.0
volkswagen,golf variant alltrack,2.0l diesel i4,1968.0,150,220,7.8,35000.0,petrol,5,320.0
volkswagen,volkswagen xl1,plug-in hybrid (0.8l i2 diesel),800.0,68,160,11.9,150000.0,hybrid,2,140.0
volkswagen,golf tdi,2.0l diesel i4,1968.0,150,220,8.0,28000.0,diesel,5,350.0
volkswagen,passat variant,1.5l i4 turbo / 2.0l diesel,1498.0,150,220,8.5,30000.0,petrol,5,280.0
volkswagen,polo gti clubsport,2.0l i4 turbo,1984.0,300,240,6.7,30000.0,petrol,5,320.0
volkswagen,jetta hybrid,1.4l i4 turbo + electric motor,1395.0,170,210,8.6,28000.0,hybrid,5,250.0
volkswagen,id.3 gtx,electric,77.0,299,180,6.2,45000.0,electric,5,310.0
volkswagen,arteon r-line,2.0l i4 turbo,1984.0,190,250,5.6,50000.0,petrol,5,420.0
volkswagen,golf tgi,1.5l i4 cng,1498.0,130,220,8.8,30000.0,petrol,5,200.0
volkswagen,scirocco gts,2.0l i4 turbo,1984.0,220,246,6.5,35000.0,petrol,4,350.0
volkswagen,caddy maxi,2.0l diesel i4,1968.0,122,180,12.0,25000.0,diesel,7,250.0
volkswagen,volkswagen lupo 3l,1.2l diesel i3,1199.0,61,165,14.5,20000.0,diesel,4,140.0
volkswagen,polo beats,1.0l i3 turbo,999.0,95,187,9.5,22000.0,petrol,5,175.0
volkswagen,passat hybrid,1.4l i4 turbo + electric motor,1395.0,215,210,7.4,32000.0,hybrid,5,330.0
volkswagen,golf tcr,2.0l i4 turbo,1984.0,290,250,5.6,40000.0,petrol,5,370.0
volkswagen,tiguan r-line,2.0l i4 turbo,1984.0,190,250,4.9,45000.0,petrol,5,420.0
volkswagen,sharan business,2.0l diesel i4,1968.0,150,200,8.3,35000.0,diesel,7,350.0
volkswagen,id. buzz cargo pro,electric,77.0,204,145,10.2,55000.0,electric,2,310.0
volkswagen,arteon 280 tsi,2.0l i4 turbo,1984.0,280,250,5.6,50000.0,petrol,5,350.0
volkswagen,jetta gli 35th,2.0l i4 turbo,1984.0,228,250,6.5,31000.0,petrol,5,350.0
volkswagen,beetle final edition,2.0l i4 turbo,1984.0,174,205,7.0,25000.0,petrol,4,250.0
volkswagen,golf variant tdi,2.0l diesel i4,1968.0,150,220,7.8,30000.0,diesel,5,350.0
volkswagen,golf 4motion,2.0l diesel i4,1968.0,150,250,4.9,40000.0,petrol,5,400.0
volkswagen,jetta sportwagen,1.4l i4 turbo / 2.0l diesel i4,1395.0,147,200,8.5,27000.0,petrol,5,250.0
volkswagen,polo gti plus,2.0l i4 turbo,1984.0,207,237,6.7,30000.0,petrol,5,320.0
volkswagen,touareg v6,3.0l v6 turbo diesel / gasoline,2967.0,231,235,7.5,60000.0,petrol,5,450.0
volkswagen,tiguan ehybrid,1.4l i4 turbo + electric motor,1395.0,245,200,7.5,42000.0,hybrid,5,400.0
volkswagen,up! e-up!,electric,32.3,83,130,11.9,23000.0,electric,4,210.0
volkswagen,amarok v8,4.0l v8 turbo diesel,3996.0,310,210,7.4,70000.0,diesel,5,580.0
volkswagen,golf r cabriolet,2.0l i4 turbo,1984.0,265,250,5.9,45000.0,petrol,4,380.0
volkswagen,passat alltrack tdi,2.0l diesel i4,1968.0,190,220,8.0,40000.0,diesel,5,400.0
volkswagen,id. buzz cargo ev,electric,77.0,204,145,10.2,55000.0,electric,2,310.0
nissan,versa,1.6l inline-4,1598.0,122,180,10.4,16700.0,petrol,5,154.0
nissan,micra,1.0l turbocharged inline-3,999.0,100,175,10.8,15500.0,petrol,5,160.0
nissan,patrol platinum,5.6l v8,5552.0,400,210,7.3,77000.0,petrol,7,560.0
nissan,qashqai,1.3l turbocharged inline-4,1332.0,156,195,8.9,26000.0,petrol,5,260.0
nissan,murano,3.5l v6,3498.0,260,210,7.5,39000.0,petrol,5,325.0
nissan,maxima platinum,3.5l v6,3498.0,300,220,6.2,45000.0,petrol,5,353.0
nissan,armada,5.6l v8,5552.0,400,210,6.5,51000.0,petrol,8,560.0
nissan,kicks,1.6l inline-4,1598.0,122,180,10.7,20000.0,petrol,5,154.0
nissan,x-trail,1.5l turbocharged inline-3,1498.0,201,200,8.0,29000.0,hybrid,5,305.0
nissan,z (fairlady z),3.0l twin-turbo v6,2997.0,400,250,4.5,40000.0,petrol,2,475.0
nissan,almera,1.0l turbocharged inline-3,999.0,100,185,10.7,14500.0,petrol,5,160.0
nissan,sylphy,1.8l inline-4,1798.0,137,190,9.6,18000.0,petrol,5,174.0
nissan,note,1.2l inline-3 hybrid,1198.0,109,170,11.5,16000.0,hybrid,5,150.0
nissan,sunny,1.6l inline-4,1598.0,118,180,11.0,15000.0,petrol,5,156.0
nissan,cube,1.8l inline-4,1798.0,122,175,10.6,14500.0,petrol,5,171.0
nissan,juke,1.0l turbocharged inline-3,999.0,117,180,10.4,25000.0,petrol,5,180.0
nissan,terrano,1.5l inline-4 diesel,1461.0,110,168,13.5,15500.0,diesel,5,248.0
nissan,magnite,1.0l turbocharged inline-3,999.0,100,160,13.0,12000.0,petrol,5,160.0
nissan,xterra,4.0l v6,3954.0,261,200,7.8,35000.0,petrol,7,381.0
nissan,patrol,5.6l v8,5552.0,400,210,7.3,77000.0,petrol,7,560.0
nissan,gt-r nismo,3.8l twin-turbo v6,3799.0,600,330,2.9,220000.0,petrol,2,652.0
nissan,370z roadster,3.7l v6,3696.0,332,250,5.5,41820.0,petrol,2,366.0
nissan,ariya,dual electric motors,87.0,389,200,5.1,58950.0,electric,5,600.0
nissan,patrol royale,5.6l v8,5552.0,400,210,6.6,85000.0,petrol,7,560.0
nissan,infiniti qx80*,5.6l v8,5552.0,400,210,6.5,70600.0,petrol,7,560.0
nissan,tiida,1.6l inline-4,1598.0,126,190,10.1,14500.0,petrol,5,154.0
nissan,pulsar,1.2l turbocharged inline-4,1197.0,115,190,10.7,19000.0,petrol,5,190.0
nissan,latio,1.5l inline-4,1498.0,102,175,11.5,13000.0,petrol,5,139.0
nissan,bluebird sylphy,2.0l inline-4,1997.0,133,185,10.5,18500.0,petrol,5,191.0
nissan,march,1.2l inline-3,1198.0,79,170,13.7,12000.0,petrol,5,106.0
nissan,rogue sport,2.0l inline-4,1997.0,141,190,9.8,24960.0,petrol,5,199.0
nissan,x-trail hybrid,2.0l inline-4 hybrid,1997.0,179,180,9.4,28500.0,hybrid,5,207.0
nissan,pathfinder rock creek,3.5l v6,3498.0,284,190,7.4,42820.0,petrol,7,351.0
nissan,armada platinum,5.6l v8,5552.0,400,210,6.5,65300.0,petrol,8,560.0
nissan,terrano xl,1.6l inline-4,1598.0,104,165,12.5,14000.0,petrol,5,145.0
nissan,gt-r50 by italdesign,3.8l twin-turbo v6,3799.0,720,315,2.5,1100000.0,petrol,2,780.0
nissan,370z nismo,3.7l v6,3696.0,350,250,5.2,45790.0,petrol,2,374.0
nissan,ariya e-4orce,dual electric motors,87.0,389,200,5.1,60000.0,electric,5,600.0
nissan,patrol nismo,5.6l v8,5552.0,428,210,6.5,105000.0,petrol,7,560.0
nissan,infiniti q60*,3.0l v6 twin-turbo,2997.0,300,250,5.0,41750.0,petrol,4,400.0
nissan,primera,2.0l inline-4,1998.0,140,200,9.6,20000.0,petrol,5,190.0
nissan,skyline,3.0l v6 twin-turbo,2997.0,400,250,5.0,50000.0,petrol,5,475.0
nissan,cedric,2.0l inline-6,1998.0,150,190,10.5,22000.0,petrol,5,190.0
nissan,gloria,2.5l v6,2498.0,210,210,8.6,30000.0,petrol,5,250.0
nissan,stanza,1.8l inline-4,1796.0,120,175,11.0,18500.0,petrol,5,170.0
nissan,patrol super safari,4.8l inline-6,4750.0,280,190,8.2,55000.0,petrol,7,451.0
nissan,pathfinder hybrid,2.5l inline-4 hybrid,2488.0,250,190,7.7,42500.0,hybrid,7,329.0
nissan,x-terra pro-4x,2.5l inline-4,2498.0,190,175,10.8,40000.0,petrol,7,240.0
nissan,rogue platinum,1.5l turbo inline-3,1497.0,201,180,8.2,38000.0,petrol,5,300.0
nissan,qashqai tekna,1.3l turbo hybrid inline-4,1332.0,158,190,9.2,36000.0,hybrid,5,270.0
nissan,gt-r v-spec,3.8l twin-turbo v6,3799.0,600,330,2.8,175000.0,petrol,2,652.0
nissan,skyline nismo,3.0l twin-turbo v6,2997.0,420,270,4.7,55000.0,petrol,5,475.0
nissan,ariya lounge edition,dual electric motors,87.0,389,200,5.1,63000.0,electric,5,600.0
nissan,patrol titanium,5.6l v8,5552.0,428,210,6.5,98000.0,petrol,7,560.0
nissan,infiniti fx50*,5.0l v8,5026.0,390,250,5.6,61750.0,petrol,5,500.0
nissan,avenir,2.0l inline-4,1998.0,140,180,9.8,20000.0,petrol,5,186.0
nissan,wingroad,1.8l inline-4,1798.0,125,175,10.8,18000.0,petrol,5,168.0
nissan,presea,1.8l inline-4,1838.0,115,170,11.5,17500.0,petrol,5,161.0
nissan,leopard,3.0l v6,2960.0,210,200,8.4,32000.0,petrol,5,265.0
nissan,sunny nismo edition,1.6l turbo inline-4,1598.0,190,200,7.5,24000.0,petrol,5,240.0
nissan,paladin,2.4l inline-4,2438.0,150,180,10.6,20000.0,petrol,5,217.0
nissan,hardbody suv,2.5l inline-4,2498.0,158,175,11.0,18500.0,petrol,5,225.0
nissan,patrol desert edition,5.6l v8,5552.0,428,210,6.5,95000.0,petrol,7,560.0
nissan,pathfinder armada,5.6l v8,5552.0,400,200,6.5,60000.0,petrol,7,560.0
nissan,rogue midnight edition,1.5l turbo inline-3,1497.0,201,180,8.2,39000.0,petrol,5,300.0
nissan,gt-r black edition,3.8l twin-turbo v6,3799.0,600,330,2.8,185000.0,petrol,2,652.0
nissan,fairlady z heritage,3.0l twin-turbo v6,2997.0,400,250,4.2,48000.0,petrol,2,475.0
nissan,skyline gt-r r34,2.6l twin-turbo inline-6,2568.0,276,250,5.6,70000.0,petrol,4,392.0
nissan,ariya premiere,dual electric motors,87.0,389,200,5.1,67000.0,electric,5,600.0
nissan,infiniti qx55*,2.0l vc-turbo inline-4,1997.0,268,230,6.5,50000.0,petrol,5,380.0
nissan,nv350 caravan,2.5l inline-4 diesel,2488.0,129,155,12.5,28000.0,diesel,8,356.0
nissan,navara,2.3l inline-4 diesel,2298.0,190,180,10.2,32000.0,diesel,5,450.0
nissan,titan xd,5.6l v8,5552.0,400,195,6.9,55000.0,petrol,6,560.0
nissan,evalia,1.5l inline-4 diesel,1461.0,85,140,15.0,25000.0,diesel,7,200.0
nissan,cabstar,2.5l inline-4 diesel,2488.0,130,145,14.8,27000.0,diesel,3,350.0
nissan,cherry,1.4l inline-4,1397.0,67,145,14.0,14000.0,petrol,5,110.0
nissan,laurel,2.8l inline-6 diesel,2825.0,94,160,12.5,22000.0,diesel,5,184.0
nissan,silvia,2.0l turbo inline-4,1998.0,247,235,5.9,45000.0,petrol,4,275.0
nissan,nx coupe,2.0l inline-4,1998.0,140,200,9.0,22000.0,petrol,4,180.0
nissan,ad wagon,1.5l inline-4,1498.0,105,165,12.3,16000.0,petrol,5,150.0
nissan,patrol super safari y61,4.8l inline-6,4750.0,280,190,8.2,58000.0,petrol,7,451.0
nissan,pathfinder rock creek edition,3.5l v6,3498.0,284,195,7.2,44000.0,petrol,7,351.0
nissan,terrano ii,2.7l inline-4 diesel,2664.0,125,160,12.9,28000.0,diesel,5,278.0
nissan,murano crosscabriolet,3.5l v6,3498.0,260,195,7.6,47000.0,petrol,4,325.0
nissan,x-trail tekna,1.5l turbo hybrid,1497.0,204,190,8.0,43000.0,hybrid,5,305.0
nissan,gt-r lm nismo,3.0l twin-turbo v6 hybrid,3000.0,500,320,3.0,600000.0,hybrid,2,650.0
nissan,skyline 400r,3.0l twin-turbo v6,2997.0,400,250,4.5,70000.0,petrol,5,475.0
nissan,infiniti g37*,3.7l v6,3696.0,328,250,5.5,42000.0,petrol,5,365.0
nissan,patrol black edition,5.6l v8,5552.0,400,200,6.5,85000.0,petrol,7,560.0
nissan,ariya empower+,dual electric motors,87.0,389,200,5.1,68000.0,electric,5,600.0
nissan,datsun 510 (classic),1.6l inline-4,1595.0,96,175,10.2,25000.0,petrol,4,135.0
nissan,200sx,2.0l turbo inline-4,1998.0,200,240,7.2,30000.0,petrol,4,265.0
nissan,300zx,3.0l twin-turbo v6,2960.0,300,250,5.9,50000.0,petrol,4,384.0
nissan,r390 gt1 road car,3.5l twin-turbo v8,3495.0,550,354,3.3,1000000.0,petrol,2,637.0
nissan,figaro,1.0l turbo inline-4,987.0,76,170,12.8,20000.0,petrol,4,103.0
nissan,hardbody truck,2.4l inline-4,2389.0,134,160,10.6,25000.0,petrol,5,206.0
nissan,atlas,3.0l inline-4 diesel,2999.0,130,130,18.0,35000.0,diesel,3,300.0
nissan,clipper,660cc inline-3,659.0,48,110,18.5,10000.0,petrol,4,62.0
nissan,nv200,2.0l inline-4,1998.0,131,140,14.0,28000.0,petrol,7,188.0
nissan,violet,1.8l inline-4,1770.0,85,155,13.8,18000.0,petrol,5,130.0
nissan,bluebird z,2.0l inline-4,1998.0,140,190,11.0,23000.0,petrol,5,180.0
nissan,stanza wagon,2.4l inline-4,2389.0,138,160,12.0,22000.0,petrol,7,205.0
nissan,180sx,2.0l turbo inline-4,1998.0,205,240,6.8,35000.0,petrol,4,275.0
nissan,sunny california,1.6l inline-4,1597.0,110,170,11.0,18000.0,petrol,5,140.0
nissan,patrol warrior,5.6l v8,5552.0,428,205,6.3,95000.0,petrol,7,580.0
nissan,pathfinder armada platinum,5.6l v8,5552.0,400,190,6.8,70000.0,petrol,7,560.0
nissan,rogue sport sl,2.0l inline-4,1998.0,141,190,9.0,32000.0,petrol,5,195.0
nissan,x-trail platinum edition,1.5l turbo hybrid,1497.0,204,190,8.0,46000.0,hybrid,5,305.0
nissan,qashqai e-power,1.5l hybrid,1497.0,187,200,7.5,40000.0,hybrid,5,330.0
nissan,gt-r egoist,3.8l twin-turbo v6,3799.0,565,315,2.8,220000.0,petrol,2,637.0
nissan,infiniti m45*,4.5l v8,4494.0,325,250,5.8,50000.0,petrol,5,451.0
nissan,skyline 50th anniversary,3.0l twin-turbo v6,2997.0,400,250,4.5,75000.0,petrol,5,475.0
nissan,ariya dual motor awd,dual electric motors,87.0,389,200,5.1,70000.0,electric,5,600.0
nissan,patrol legend edition,5.6l v8,5552.0,428,205,6.3,95000.0,petrol,7,580.0
nissan,datsun 240z (classic),2.4l inline-6,2393.0,151,210,8.0,45000.0,petrol,2,198.0
nissan,100nx,1.6l inline-4,1597.0,110,185,9.6,18000.0,petrol,4,135.0
nissan,cedric special edition,3.0l v6,2960.0,250,225,8.5,60000.0,petrol,5,330.0
nissan,300zx turbo,3.0l twin-turbo v6,2960.0,300,250,5.9,55000.0,petrol,4,384.0
nissan,silvia s15 spec-r,2.0l turbo inline-4,1998.0,250,240,5.6,35000.0,petrol,4,300.0
nissan,nv400,2.3l inline-4 diesel,2298.0,135,150,15.0,40000.0,diesel,3,360.0
nissan,titan warrior,5.6l v8,5552.0,400,180,7.0,55000.0,petrol,5,560.0
nissan,caravan coach,2.5l inline-4 diesel,2498.0,127,140,14.0,30000.0,diesel,7,260.0
nissan,serena e-power,1.2l hybrid,1198.0,134,160,12.0,35000.0,hybrid,7,320.0
nissan,elgrand,3.5l v6,3498.0,280,200,8.5,50000.0,petrol,7,344.0
nissan,datsun 510,1.6l inline-4,1595.0,96,175,10.2,25000.0,petrol,4,135.0
nissan,prairie,2.0l inline-4,1998.0,120,175,11.0,18000.0,petrol,5,170.0
nissan,pulsar gti-r,2.0l turbo inline-4,1998.0,230,225,6.0,30000.0,petrol,5,280.0
nissan,almera tino,1.8l inline-4,1769.0,114,180,12.5,15000.0,petrol,5,160.0
nissan,lucino,1.6l inline-4,1597.0,115,185,10.5,12000.0,petrol,5,150.0
nissan,rasheen,1.5l inline-4,1497.0,105,165,13.0,10000.0,petrol,5,135.0
nissan,mistral,2.7l turbo diesel,2663.0,125,160,12.5,25000.0,diesel,7,260.0
nissan,patrol y60,4.2l inline-6,4169.0,155,160,12.0,45000.0,diesel,7,330.0
nissan,x-trail gt,2.0l turbo inline-4,1998.0,280,215,6.4,38000.0,petrol,5,310.0
nissan,terrano regulus,3.3l v6,3275.0,170,175,10.0,28000.0,petrol,5,290.0
nissan,president,4.5l v8,4494.0,280,210,7.5,70000.0,petrol,5,400.0
nissan,cima,4.1l v8,4130.0,270,210,8.0,60000.0,petrol,5,390.0
nissan,leopard j. ferie,3.0l v6 turbo,2960.0,255,215,6.5,45000.0,petrol,5,340.0
nissan,gloria gran turismo,3.0l v6 turbo,2960.0,255,220,6.5,50000.0,petrol,5,340.0
nissan,infiniti q45*,4.5l v8,4494.0,340,240,6.2,50000.0,petrol,5,450.0
nissan,datsun 240z,2.4l inline-6,2393.0,151,210,8.0,45000.0,petrol,2,198.0
nissan,280zx,2.8l inline-6,2753.0,145,205,9.5,35000.0,petrol,2,210.0
nissan,silvia s13,1.8l turbo inline-4,1809.0,175,215,6.8,20000.0,petrol,4,230.0
nissan,200sx,2.0l turbo inline-4,1998.0,200,225,7.0,25000.0,petrol,4,260.0
nissan,nx coupe,1.8l inline-4,1839.0,140,200,9.0,18000.0,petrol,4,180.0
nissan,nv2500,4.0l v6,3954.0,261,160,10.0,36000.0,petrol,2,385.0
nissan,nv3500,5.6l v8,5552.0,375,170,9.0,42000.0,petrol,2,525.0
nissan,nt400 cabstar,3.0l inline-4 diesel,2953.0,150,140,15.0,35000.0,diesel,3,350.0
porsche,panamera,2.9l v6 twin turbo,2894.0,330,270,5.6,88000.0,petrol,4,450.0
porsche,panamera 4,2.9l v6 twin turbo,2894.0,330,270,5.4,92000.0,petrol,4,450.0
porsche,panamera 4s,2.9l v6 twin turbo,2894.0,440,289,4.4,105000.0,petrol,4,550.0
porsche,panamera turbo s,4.0l v8 twin turbo,3996.0,620,315,3.1,180000.0,petrol,4,820.0
porsche,panamera gts,4.0l v8 twin turbo,3996.0,473,300,3.9,130000.0,petrol,4,620.0
porsche,panamera platinum edition,2.9l v6 twin turbo,2894.0,330,270,5.4,102000.0,petrol,4,450.0
porsche,panamera e-hybrid,2.9l v6 + electric motor,17.9,455,280,4.4,115000.0,hybrid petrol,4,700.0
porsche,panamera 4 e-hybrid sport turismo,2.9l v6 + electric motor,17.9,455,280,4.4,120000.0,hybrid petrol,4,700.0
porsche,panamera turbo s e-hybrid,4.0l v8 + electric motor,17.9,690,315,3.2,190000.0,hybrid petrol,4,870.0
porsche,panamera 4 executive,2.9l v6 twin turbo,2894.0,330,270,5.6,95000.0,petrol,4,450.0
porsche,cayenne,3.0l v6 turbo,2995.0,335,245,5.9,80000.0,petrol,5,450.0
porsche,cayenne coupe,3.0l v6 turbo,2995.0,335,245,6.0,85000.0,petrol,5,450.0
porsche,cayenne s,2.9l v6 twin turbo,2894.0,434,265,5.0,95000.0,petrol,5,550.0
porsche,cayenne turbo,4.0l v8 twin turbo,3996.0,541,286,4.0,130000.0,petrol,5,770.0
porsche,cayenne gts,4.0l v8 twin turbo,3996.0,453,270,4.5,110000.0,petrol,5,620.0
porsche,cayenne turbo s e-hybrid,4.0l v8 + electric motor,17.9,670,295,3.6,170000.0,hybrid petrol,5,900.0
porsche,macan,2.0l i4 turbo,1984.0,261,232,6.2,60000.0,petrol,5,400.0
porsche,macan s,2.9l v6 twin turbo,2894.0,375,259,4.8,75000.0,petrol,5,520.0
porsche,macan gts,2.9l v6 twin turbo,2894.0,434,272,4.5,85000.0,petrol,5,550.0
porsche,macan t,2.0l i4 turbo,1984.0,261,232,6.2,65000.0,petrol,5,400.0
porsche,911 carrera,3.0l flat-6 twin turbo,2981.0,379,293,4.2,110000.0,petrol,4,450.0
porsche,911 carrera s,3.0l twin-turbo flat-6,2981.0,443,308,3.5,131300.0,petrol,4,528.0
porsche,911 carrera 4,3.0l twin-turbo flat-6,2981.0,379,293,4.2,106500.0,petrol,4,450.0
porsche,911 carrera 4s,3.0l twin-turbo flat-6,2981.0,443,306,3.4,113300.0,petrol,4,528.0
porsche,911 targa 4,3.0l twin-turbo flat-6,2981.0,379,289,4.4,121300.0,petrol,4,450.0
porsche,911 turbo,3.8l twin-turbo flat-6,3745.0,572,320,2.7,197200.0,petrol,4,750.0
porsche,911 turbo s,3.8l twin-turbo flat-6,3745.0,640,330,2.6,230400.0,petrol,4,800.0
porsche,911 gt3,4.0l naturally aspirated flat-6,3996.0,502,318,3.4,161100.0,petrol,2,469.0
porsche,911 gt3 rs,4.0l naturally aspirated flat-6,3996.0,518,296,3.2,241300.0,petrol,2,465.0
porsche,911 dakar,3.0l twin-turbo flat-6,2981.0,473,240,3.4,222000.0,petrol,2,570.0
porsche,taycan,dual electric motors,79.2,402,230,5.4,86700.0,electric,4,344.0
porsche,taycan 4s,dual electric motors,79.2,522,250,4.0,103800.0,electric,4,640.0
porsche,taycan turbo,dual electric motors,93.4,670,260,3.2,150900.0,electric,4,850.0
porsche,taycan turbo s,dual electric motors,93.4,750,260,2.8,185000.0,electric,4,1050.0
porsche,taycan gts,dual electric motors,93.4,590,250,3.5,132750.0,electric,4,850.0
porsche,taycan cross turismo,dual electric motors,93.4,469,220,4.8,97700.0,electric,5,500.0
porsche,taycan sport turismo,dual electric motors,79.2,509,240,4.1,104000.0,electric,5,650.0
porsche,718 cayman,2.0l turbocharged flat-4,1988.0,300,275,4.9,63400.0,petrol,2,380.0
porsche,718 cayman s,2.5l turbocharged flat-4,2497.0,350,285,4.4,75400.0,petrol,2,420.0
porsche,718 cayman gt4,4.0l naturally aspirated flat-6,3995.0,414,302,4.2,100200.0,petrol,2,420.0
porsche,718 cayman gt4 rs,4.0l naturally aspirated flat-6,3996.0,493,315,3.2,141700.0,petrol,2,450.0
porsche,718 boxster,2.0l turbo flat-4,1988.0,300,275,4.9,65500.0,petrol,2,380.0
porsche,718 boxster t,2.0l turbo flat-4,1988.0,300,275,4.7,69600.0,petrol,2,380.0
porsche,718 boxster gts,4.0l naturally aspirated flat-6,3995.0,394,293,4.3,90300.0,petrol,2,430.0
porsche,718 spyder,4.0l naturally aspirated flat-6,3995.0,414,301,4.1,98300.0,petrol,2,420.0
porsche,panamera base,2.9l twin-turbo v6,2894.0,325,265,5.6,92300.0,petrol,4,450.0
porsche,panamera 4 e-hybrid,2.9l twin-turbo v6 + electric motor,2894.0,462,280,4.4,113300.0,hybrid,4,700.0
porsche,panamera 4 sport turismo,2.9l twin-turbo v6,2894.0,325,265,5.5,101400.0,petrol,4,450.0
porsche,panamera turbo s e-hybrid sport turismo,4.0l twin-turbo v8 + electric motor,3996.0,690,315,3.2,200200.0,hybrid,4,870.0
porsche,panamera 4s e-hybrid executive,2.9l twin-turbo v6 + electric motor,2894.0,560,295,3.7,128900.0,hybrid,4,750.0
porsche,panamera platinum edition,2.9l twin-turbo v6,2894.0,325,265,5.6,98300.0,petrol,4,450.0
porsche,panamera gts sport turismo,4.0l twin-turbo v8,3996.0,473,300,3.9,136900.0,petrol,4,620.0
porsche,panamera turbo executive,4.0l twin-turbo v8,3996.0,550,306,3.8,175200.0,petrol,4,770.0
porsche,panamera turbo s exclusive series,4.0l twin-turbo v8,3996.0,570,310,3.8,290000.0,petrol,4,800.0
porsche,panamera 4s,2.9l twin-turbo v6,2894.0,443,289,4.1,105000.0,petrol,4,550.0
porsche,macan base,2.0l turbo inline-4,1984.0,265,232,6.4,58000.0,petrol,5,400.0
porsche,macan t,2.0l turbo inline-4,1984.0,265,233,6.2,63000.0,petrol,5,400.0
porsche,macan s,2.9l twin-turbo v6,2894.0,375,259,4.6,70400.0,petrol,5,520.0
porsche,macan gts,2.9l twin-turbo v6,2894.0,434,272,4.3,82900.0,petrol,5,550.0
porsche,macan ev,dual electric motors,95.0,603,240,4.0,85000.0,electric,5,750.0
porsche,cayenne base,3.0l turbocharged v6,2995.0,335,245,5.9,72200.0,petrol,5,450.0
